,product_name,Product_Number,Bluetooth,Main Camera Resolution,Internal Memory,Processor,Battery Capacity,Display Resolution,Display Size (inch),Network,Weight (g),Processor,Dimensions,RAM,Talk Time,image,price,key features
164,57554,BlackBerry Curve 9320,Bluetooth 2.1,3.2 MP,512 MB eMMC,Tavor MG1 806 MHz,1450mAh,320 x 240  pixel sqVGA,2.44,UMTS (2100/1900/850/800 MHz),103 g,Tavor MG1 806 MHz,109 x 60 x 12.7 mm,512 MB RAM,Up to 7 hours,6c4e0df89a4be44ea1fe6bdb441ccbe71966667f.jpg,0.0,"Smartphone from BlackBerry® Curve™ 9320
2.44 inch colour screen (320 x 240 pixel resolution)
806MHz processor
BlackBerry® 7.1 Operating system
3.2 MP camera, flash, video recording, 4x digital zoom etc."
165,8914,LG Optimus G Pro,SupportV4.0,1300M,16GB ROM,Snapdragon 600 Quad-Core Processor,3140mAh,1920 x 1080 pixels,5.5,LTE1800/2600 MHz,172g,Snapdragon 600 Quad-Core Processor,150.2 x 76.14 x 9.4 mm,2GB RAM,Up to31 Hr (2G) / Up to 21 hr(3G),f43bc594ddfde299c79a38d4f10a8cdf6ccd2011.jpg,5298.0,"5.5-inch Full HD IPS Display
Made in Korea
Dual Camera / Dual Recording
VR Panorama 360 Photo
QuickRemote
Rainbow Color LED notification
Smart Video playback
Snapdragon 600 Quad-Core Processor
Ultra Fast 4G LTE Network supports
Color: Indigo Black, Lunar White"
166,30916,Huawei Ascend P6,Support,8 MP full HD,8 GB,Quad core 1.5 GHz CPU K3V2+Intel XMM6260,2000mAh,1280 x 720 pixels HD,4.7 inch,GSM (850/900/1800/1900MHz),120g,Quad core 1.5 GHz CPU K3V2+Intel XMM6260,132.65 x 65.5 x 6.18 mm,2GB RAM,Upto 14.5 hrs (3G) / 28.2 hrs (2G),1c849219621b41a8a4ca8964d644f2f75a7768b2.jpg,3280.0,"6.18mm sleek metallic body 
5MP front-facing camera with auto face enhancement 
8MP rear-facing BSI camera with F2.0 aperture and 4cm macro view
1.5GHz quad-core processor"
167,52484,MEIZU MX3 (16GB),Support V4.0,8 mega-pixels back-illuminated camera,16GB,Exynos 5410 Octa-core application processor (A15 Quad 1.6GHz + A7 Quad 1.2GHz),2400mAh,1800X1080 ( 415PPI),5.1 inches,"GSM 850/900/1800 MHz, WCDMA 850/2100 MHz",143g,Exynos 5410 Octa-core application processor (A15 Quad 1.6GHz + A7 Quad 1.2GHz),139 × 71.9 ×9.1mm,2GB RAM,"WCDMA 840 mins, GSM 720 mins",88399b6f3da69ed19593673034b0f0ae127c8216.jpg,2999.0,"Exynos 5410 Octa-core application processor (A15 Quad 1.6GHz + A7 Quad 1.2GHz)
8 mega-pixels back-illuminated camera
2 mega-pixels back-illuminated front camera
5.1 inches 1800x1080, 415PPI Sharp display 
Flyme 3.0 (based on Android 4.2)"
168,10762,Nokia 301,"Support3.0, A2DP, EDR",3.2MP,256 MB ROM,N/A,"1,200 mAh",320 x 240 pixels,2.4 inch screen,GSM/GPRS/EDGE: 850 / 900 / 1800 / 1900 MHz,102g,N/A,114 (L) x 50 (W)x 12.5 (D) mm,64MB RAM,Up to 1200 mins,9f9132467cc99fb8697ae37d7036edffda1e2a10.jpg,888.0,"2.4-inch QVGA screen
Extra long battery life
HD voice
Common apps like facebook, Twitter, WhatsApp"
169,51761,Nokia 208 Dual SIM,"Support 3.0, A2DP, EDR",1.3MP,up to 256MB,Single core,1020mAh,240 x 320 pixels,2.4 inch display,"GSM/GPRS/EDGE:850/900/1800/1900 MHz
HSPA/WCDMA:  900 / 2100 MHz",90.6 g,Single core,114.2 x 50.9 x 12.8 mm,up to 64MB,"Up to 720 mins (2G), 270 mins (3G)",e2fb1be80e327b5a1218f2a164439e19712feb40.jpg,688.0,"Easy swap Dual SIM
HD Voice
Preloaded social apps like Facebook, Twitter"
170,31375,Nokia Lumia 625,"Support4.0, A2DP, EDR",5.0 MP with autofocus,Up to 8GB; Free SkyDrive cloud storage 7 GB,"Qualcomm® S4 1.5 GHz, Dual core",2000mAh,400 x 800 pixels,4.7 inch,GSM/GPRS/EDGE: 850 / 900 / 1800 / 1900 MHz,159g,"Qualcomm® S4 1.5 GHz, Dual core",133.25 x 72.25 x 9.2 mm,512MB RAM,Up to 912 mins,54f03c29a9fe0b57083af67cd7dd077d8ca64c17.jpg,2188.0,"Big screen and support 4G LTE
Various unique colors available
Nokia Smart Camera. Unleash your creativity.
HERE Maps to help you discover the most exciting places and experiences around
Windows Phone 8, the most personalized operating system"
171,11183,Nokia Lumia 520,"Support3.0, A2DP, EDR",5MP CMOS camera with auto focus F2.4 aperture and 28mm lens,"Support 64GB
SkyDrive cloud storage provides 7GB","Qualcomm® S4 1.0 GHz, Dual Core",1430 mAh,480 x 800 pixels,4 inch touch screen,GSM/GPRS/EDGE: 850 / 900 / 1800 / 1900 MHz,124g,"Qualcomm® S4 1.0 GHz, Dual Core",119.9 x 64 x 9.9 mm,512MB RAM,Up to 580 mins,acdf73e816aca823cce70440d78b109005e39b18.jpg,1388.0,"5Mpix autofocus and supersensitive touch
Colorful changeable covers
Here Maps
Windows Phone 8, the most personalized operating system"
172,9016,Samsung GALAXY Mega,v4.0 (aptX / LE / A2DP/ AVRCP),8MP,16GB,1.7GHz Dual-Core Processor,3200mAh,1280 x 720,6.3,LTE (800/900/1800/2600MHz),199,1.7GHz Dual-Core Processor,167.6 (L) x 88 (W) x 8 (D) mm,1.5GB RAM,"26.5hrs (2G), 17 hrs (3G)",3ea199e655414c38f5215be2e878123197f27166.jpg,4098.0,"6.3 inches 16M Color HD Super Clear LCD 16 : 9 Full Touch Display (1280 x 720)
Landscape Mode for Home Page & Apps Page
Multi Window
Air View: Hover finger over the screen to preview the content (Video, Photo, Email and S Planner) 
Samsung WatchOn (with Universal Remote Control function
Story Album / Sound & Shot / Group Play"
173,11958,Samsung GALAXY Express,V4.0 (A2DP/ AVRCP),5.0M with AF,8GB ROM,1.2 GHz Dual-core Processor,2000mAh,WVGA (480 x 800 pixels),4.5,LTE (800/900/1800/2600MHz),137.2,1.2 GHz Dual-core Processor,132.7 (L) x 69.1 (W) x 9.3 (D) mm,1GB RAM,"up to 480 mins (2G), up to 360 mins (3G)",d6774bc7eea32b7484ac9370c775c6b3633f26ce.jpg,3298.0,"Faster Media Streaming & Download via 4G LTE Network
4.5-inch Super AMOLED+ Display brings you vivid viewing experience
Powered by 1.2 GHz Dual-core Processor and 1GB RAM
Android v4.1 Jelly Bean OS
Always connected via S Beam, All-share Play, MHL and NFC"
174,6173,Samsung GALAXY Note II LTE,SupportV4.0 (aptX),8.0MP,16GB,1.6GHz Quad Core processor,"3,100mAh",1280 x 720 pixels,5.55,LTE (800/900/1800/2600MHz),182g,1.6GHz Quad Core processor,151.1 (L) x 80.5 (W) x 9.45 (D) mm,2GB RAM,"up to 24 hrs (2G), up to 16.5 hrs (3G)",e2ff84c0db222550ef1a99a51eeefead05fa1576.jpg,4498.0,"5.55inch 16M Color HD SUPER AMOLED Full Touch Display
1.6GHz Quad Core Processor
S Pen, S Planner, S Note
Full HD Video Recording and playback 1920 x 1080 pixel
8.0 Mega-pixel Auto Focus Camera
S Memo, S Planner, S Note"
175,11885,Samsung GALAXY Core,V3.0 (A2DP),5.0M with auto focus,8GB ROM,1.2GHz Dual Core Processor,1800mAh,Not Support,4.3,"SIM Slot 1:
UMTS(900/2100)+ GSM（850/900/1800/1900MHz）",120g,1.2GHz Dual Core Processor,129.3 (L) x 67.56 (W) ) x 8.95 (D),1GB RAM,"Up to 14 hrs(2G), Up to 9 hrs(3G)",00c0b11815b80c0ef8e0e4d03ea3f20ab501e918.jpg,1998.0,"1.2GHz Dual Core Processor and 1GB RAM
4.3-inch vivid display
8GB Internal Storage, and support microSD card up to 64GB
Android 4.1 Jelly Bean O/S
Support Dual SIM Always On
Smart features: Smart Stay, Smart Alert, Motion UI, S Voice, and Voice Unlock"
176,21226,Samsung GALAXY Note 8.0,V4.0Support (A2DP/ AVRCP/ HFP/ HSP/ HID),5.0MP,16GB,1.6 GHz Quad Core,4600mAh,1024x800 pixels,8 inch,LTE (800/900/1800/2600MHz),340g,1.6 GHz Quad Core,210.8(L) x 135.9(W) x 7.95(D) mm,2GB RAM,up to 28 hrs (2G); 24 hrs (3G),5007cc9eaaecf7cd011e3e7a06fa04a27c5e6c30.jpg,3798.0,"Supported LTE(4G) 8 inch Compact Tablet
Ture Multi-Tasking (Voice call, Multi-window etc)
S Pen UX (Popup note, Easy Clip etc)
1.6GHz Quad Core Processor
2GB RAM"
177,31644,Sony Xperia™ M,Support Bluetooth 4.0,5.0 mega pixels,4GB,Dual Core 1 GHz Qualcomm MSM8227,1700mAh,854 x 480 pixels,4 inch,"UMTS HSPA+ 900 (Band VIII), 2100 (Band I) MHz; GSM GPRS/EDGE 850, 900, 1800, 1900 MHz",115g,Dual Core 1 GHz Qualcomm MSM8227,124 x 62 x 9.3 mm,1GB RAM,GSM: Up to10 hours 16 minutes; UMTS: Up to 9 hours 3 minutes,3aba86acccf7f8d311e728b9db5601fb8892f409.jpg,1798.0,"Unique OmniBalance light weight design
1GHz dual-core S4 Plus processor
Removable battery and extended standby time by STAMINA mode
4-inch display for entertainment
Easy NFC One-touch sharing and pairing"
178,9383,Sony Xperia™ ZR,N/A,13.0M,8GB,Quad core,2300Ah,1280 x 720 pixels,4.6 touch screen,"LTE 800, 850, 900, 1800, 2100, 2600 MHz",138,Quad core,131.3 x 67.3 x 10.5 mm,2GB RAM,UMTS: Up to 13 hours;,8dc390f8667ae3fbf446b3983e8307b2fd33e5ef.jpg,4698.0,"Highest IP58# certified water resistant, let you film in HD under water (#IP55/58 Rating = Protected against dust-limited to ingress (no harmful deposits) and the effects of immersion up to 1.5 meters for 30 minutes; In compliance with IPX8, Xperia ZR is waterproof provided that all ports and covers are firmly closed. Please dry your handset with towel right after it gets wet with any water or liquid)
13MP Exmor™ RS camera sensor with HDR for photo and video capture^ (^ Maximum resolution is 12MP under specific shooting mode or setting)
4.6-inch HD display powered by Mobile BRAVIA® Engine 2
NFC One-touch function for easy sharing
6-band 4G LTE with the latest high performance quad-core processor"
179,7696,Sony Xperia™ SP,"Support, Bluetooth™ 4.0",8.0M,Flash Memory: Up to 8GB,1.7 GHz Qualcomm MSM8960 Pro dual core,2370mAh,1280 x 720 pixels,4.6 touch screen,"LTE 800, 850, 900, 1800, 2100, 2600 MHz",155,1.7 GHz Qualcomm MSM8960 Pro dual core,130.6 x 67.1 x 9.98,1GB RAM,10 hours 25 minutes (GSM); 18 hours 53 minutes (UMTS),54a5023c65d7e17bf723264842c576b7e2d98c05.jpg,3398.0,"Unique transparent belt with preset illumination color effects
4.6-inch HD reality display with Mobile BRAVIA® Engine 2
6-band 4G LTE networks for major countries
8MP HDR camera with Exmor™ RS sensor and Superior Auto mode
High speed dual-core 1.7GHz processor
NFC One-touch pairing function"
180,7865,Sony Xperia™ V,Support,13.0M (with Sony Exmor™ R for mobile CMOS sensor),Flash Memory: Up to 8GB,1.5 GHz Qualcomm MSM8960 dual core,1700mAh,1280 x 720  pixels,4.3 touch screen,"GSM GPRS/EDGE 850, 900, 1800, 1900",120,1.5 GHz Qualcomm MSM8960 dual core,129 x 65 x 10.7,1GB RAM,7 hours (GSM); 7 hours (UMTS),f070b8dba60c6697b8baa0ae3957424378f0b304.jpg,2698.0,"4G LTE
Water and dust resistance design (IP55# & IP57*)
4.3-inch Mobile BRAVIA Engine 2 HD Reality Display
13MP HDR Camera
1080p full HD video recording
1.5GHz dual-core processor
Android 4.0.4 preload
Support NFC connectivity

#IP55 Rating = Protected against dust-limited to ingress (no harmful deposits) and water projected by a nozzle (6.3mm) against enclosure from any direction shall have no harmful effects
*IP57 Rating = Protected against dust-limited to ingress (no harmful deposits) and the effects of immersion between 15 cm and 1 m"
181,7203,Sony Xperia™ Z,"Support, Bluetooth™ 4.0",13.0M (with Sony Exmor™ R for mobile CMOS sensor),Flash Memory: Up to 16GB,Quad-Core 1.5 GHz Qualcomm APQ8064+MDM9215M Adreno 320,2330mAh,1920 x 1080 pixels (443ppi),5 touch screen,"LTE 800, 850, 900, 1800, 2100, 2600 MHz",146,Quad-Core 1.5 GHz Qualcomm APQ8064+MDM9215M Adreno 320,139 x 71 x 7.9,2GB RAM,11 hours (GSM); 14 hours (UMTS),cbe39450bc5da98de6d045d827855823cf925d42.jpg,4298.0,"Premium craftsmanship and design
5-inch Full HD Mobile BRAVIA® Engine 2 display
13MP Exmor RS camera sensor with HDR for photo and video capture
4G LTE with quad-core processor (Snapdragon S4 Pro)
Water and dust resistance design (IP55 and IP57*)
NFC one touch connectivity
Preload Android™ 4.1"
182,10710,TAG HEUER RACER-Night Racer Black,V4.0,5.0M,8GB memory card (insert in Transceiver),Single core,1400mAh,800x 480 pixels,3.5,"GSM 850 / 900 / 1800 / 1900, WCDMA 800 /900/2100",200,Single core,118 (L) x 67 (W) x 16.6 (D) mm,256MB RAM,Up to 390 mins,ca63d68056496032ea94aa2dc575cb3dc8290eaf.jpg,38800.0,"A new story inspired by the GT Sportscars
Swiss engineered for ultimate lightness and strength using only high-tech materials
Grey Rubber & 316L Stainless Steel with a Sandblasted Earpiece Deco
Android™ 2.3.7"
183,10254,TAG HEUER RACER-Sport Classic Grey,V4.0,5.0M,8GB memory card (insert in Transceiver),Single core,1400mAh,800x 480 pixels(TFT),3.5,"GSM 850 / 900 / 1800 / 1900, WCDMA 800 /900/2100",200,Single core,118 x 67 x 16.6 mm,256MB RAM,Up to 390 mins,5bb860474b266fc0a910f5595717681884686bd5.jpg,25800.0,"A new story inspired by the GT Sportscars.
Swiss engineered for ultimate lightness and strength using only high-tech materials.
Grey Rubber & 316L Stainless Steel with a Sandblasted Earpiece Deco.
Android™ 2.3.7."
